date,Tether Gold,BlackRock BUIDL,Ondo Yield Assets,Circle USYC,Paxos Gold,Centrifuge Protocol,Anemoy Capital,Spiko,Ethena USDtb,WisdomTree,Blockchain Capital,Ondo Global Markets,Superstate USTB,xStocks,Hastra
2024-05-13,0,0,376903715,46133035,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,0,0,376924009,46146294,0,0,0,0,0,0,0,0,103048929,0,0
2024-05-15,0,0,421862539,46152134,0,0,0,0,0,0,0,0,104281410,0,0
2024-05-16,0,0,422034122,46119333,0,0,0,0,0,0,0,0,107296720,0,0
2024-05-17,0,0,420902078,46172737,0,0,0,0,0,0,0,0,99755573,0,0
2024-05-18,0,0,433292867,46180413,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,0,0,433355333,46180413,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,0,0,434354266,46180413,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,0,0,453510282,46158362,0,0,0,0,0,0,0,0,115536924,0,0
2024-05-22,0,0,438089339,46188371,0,0,0,0,0,0,0,0,115553952,0,0
2024-05-23,0,0,439077842,51199251,0,0,0,0,0,0,0,0,114316398,0,0
2024-05-24,0,0,440122874,58409915,0,0,0,0,0,0,0,0,111274394,0,0
2024-05-25,0,0,464429491,64018801,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,0,0,463917144,66505723,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,0,0,464835631,66590208,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,0,0,464311211,66523684,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,0,0,470135206,69025656,0,0,0,0,0,0,0,0,111356190,0,0
2024-05-30,0,0,464580707,69010793,0,0,0,0,0,0,0,0,111372560,0,0
2024-05-31,0,0,466955794,70052469,0,0,0,0,0,0,0,0,111388919,0,0
2024-06-01,0,0,465252656,70129082,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,0,0,465428914,70164445,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,0,0,465179077,70234610,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,0,0,470505149,70195135,0,0,0,0,0,0,0,0,114171048,0,0
2024-06-05,0,0,507207506,70251892,0,0,0,0,0,0,0,0,133690008,0,0
2024-06-06,0,0,500285259,73707859,0,0,0,0,0,0,0,0,133709628,0,0
2024-06-07,0,0,506685347,84742644,0,0,0,0,0,0,0,0,133729248,0,0
2024-06-08,0,0,534863303,92387819,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,0,0,536063772,92354190,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,0,0,534855530,93378814,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,0,0,534305708,95945452,0,0,0,0,0,0,0,0,133807755,0,0
2024-06-12,0,0,0,96496937,0,0,0,0,0,0,0,0,133827401,0,0
2024-06-13,0,0,0,97353889,0,0,0,0,0,0,0,0,133848234,0,0
2024-06-14,0,0,548638779,105487307,0,0,0,0,0,0,0,0,133867881,0,0
2024-06-15,0,0,0,105624109,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,0,0,549916811,105456381,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,0,0,547521152,105477687,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,0,0,541842458,110258857,0,0,0,0,0,0,0,0,128829678,0,0
2024-06-19,0,0,547761942,108992421,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,0,0,548593790,108993293,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,0,0,547453481,110823788,0,0,0,0,0,0,0,0,128886530,0,0
2024-06-22,0,0,547487140,113966814,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,0,0,548065758,113966814,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,0,0,0,113966814,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,0,0,552363051,114022525,0,0,0,0,0,0,0,0,128962126,0,0
2024-06-26,0,0,547867348,114133375,0,0,0,0,0,0,0,0,121479183,0,0
2024-06-27,0,0,552256823,114113022,0,0,0,0,0,0,0,0,121496944,0,0
2024-06-28,0,0,548386184,116444731,0,0,0,0,0,0,0,0,121514729,0,0
2024-06-29,0,0,548535123,117583028,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,0,0,548603580,117581264,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,0,0,548217690,118170943,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,0,0,551798157,119285536,0,0,0,0,0,0,0,0,102552282,0,0
2024-07-03,0,0,554436317,123687718,0,0,0,0,0,0,0,0,102567313,0,0
2024-07-04,0,0,555927126,126148322,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,0,0,553605699,126902163,0,0,0,0,0,0,0,0,0,0,0
2024-07-06,0,491830738,552791847,128492846,0,0,0,0,0,0,0,0,0,0,0
2024-07-07,0,491830738,553562850,128302453,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,0,491830738,552934366,128426170,0,0,0,0,0,0,0,0,0,0,0
2024-07-09,582475360,503817328,553909966,130064003,434141327,0,0,0,0,0,0,0,102657468,0,0
2024-07-10,582453173,502694046,554294467,129733497,434538208,0,0,0,0,0,0,0,102672529,0,0
2024-07-11,584353876,503310677,556089005,137266612,436669124,0,0,0,0,0,0,0,95633215,0,0
2024-07-12,596527247,524191445,555534278,143928340,443655340,0,0,0,0,0,0,0,85379906,0,0
2024-07-13,594365229,524664654,557802046,149441139,441933858,0,0,0,0,0,0,0,0,0,0
2024-07-14,594584635,524573852,555611607,153574614,441022629,0,0,0,0,0,0,0,0,0,0
2024-07-15,597141093,525392645,554811874,156132676,445216023,0,0,0,0,0,0,0,0,0,0
2024-07-16,597242168,529396645,560290564,157516464,444168600,0,0,0,0,0,0,0,85430072,0,0
2024-07-17,608185383,517703614,563536107,158454529,452634964,0,0,0,0,0,0,0,81441426,0,0
2024-07-18,606338915,519309780,566385100,161803039,451111944,0,0,0,0,0,0,0,81453516,0,0
2024-07-19,603959956,519309780,565939009,162457112,448460075,0,0,0,0,0,0,0,81465459,0,0
2024-07-20,591998595,526832780,573735039,165952252,444126611,0,0,0,0,0,0,0,0,0,0
2024-07-21,591917242,526720038,574940136,169215563,444396220,0,0,0,0,0,0,0,0,0,0
2024-07-22,591840820,526753755,575019234,173936445,446046930,0,0,0,0,0,0,0,0,0,0
2024-07-23,591431589,528172310,573977344,175107544,444557672,0,0,0,0,0,0,0,81513174,0,0
2024-07-24,594298667,527527528,573972146,176181637,447031855,0,0,0,0,0,0,0,81525125,0,0
2024-07-25,591079059,527532277,575756654,177113250,446294512,0,0,0,0,0,0,0,81537075,0,0
2024-07-26,583818918,527644665,565751067,177974476,441864850,0,0,0,0,0,0,0,81549033,0,0
2024-07-27,588096115,508310859,551020764,155494088,447509002,0,0,0,0,0,0,0,0,0,0
2024-07-28,588771592,507873574,558600668,159084214,445560132,0,0,0,0,0,0,0,0,0,0
2024-07-29,591954221,508978989,563594508,162020375,447357877,0,0,0,0,0,0,0,0,0,0
2024-07-30,587580879,518497879,571074353,164356137,446738674,0,0,0,0,0,0,0,88856975,0,0
2024-07-31,594002838,519026248,571921269,169022449,450588580,0,0,0,0,0,0,0,88870005,0,0
2024-08-01,603257361,521016248,570412706,171257949,455530975,0,0,0,0,0,0,0,88883075,0,0
2024-08-02,604512170,522807185,571310780,174812758,454290700,0,0,0,0,0,0,0,97145393,0,0
2024-08-03,602342756,522322541,571269854,175004097,461519093,0,0,0,0,0,0,0,97357453,0,0
2024-08-04,602715008,522809276,573001362,176122041,461908199,0,0,0,0,0,0,0,97165069,0,0
2024-08-05,601356659,522809276,572471691,177227317,461670620,0,0,0,0,0,0,0,97130093,0,0
2024-08-06,594998796,519047574,567349967,176302793,447539986,0,0,0,0,0,0,0,78422414,0,0
2024-08-07,589173426,510335845,558751990,175996530,446625084,0,0,0,0,0,0,0,81049953,0,0
2024-08-08,588860340,510335845,559006715,175613301,446072040,0,0,0,0,0,0,0,89071193,0,0
2024-08-09,598176495,512674805,557375007,182736186,459335944,0,0,0,0,0,0,0,89399395,0,0
2024-08-10,602495601,513385845,557413623,188415598,453979629,0,0,0,0,0,0,0,93962940,0,0
2024-08-11,599909561,513165602,557691228,191838800,455010728,0,0,0,0,0,0,0,94001286,0,0
2024-08-12,599608801,513385845,555569726,195367014,453191046,0,0,0,0,0,0,0,93798294,0,0
2024-08-13,609223250,518123029,552577036,199675208,461930338,0,0,28756954,0,0,0,0,104341871,0,0
2024-08-14,608074447,517669169,548446195,204577242,461238502,0,0,28722049,0,0,0,0,104150932,0,0
2024-08-15,604593523,518186839,548562676,206150427,459771097,0,0,29074384,0,0,0,0,107791467,0,0
2024-08-16,606861547,517293859,538924916,207831052,463398909,0,0,29093733,0,0,0,0,107905328,0,0
2024-08-17,618159757,502669169,538936078,210250724,467944773,0,0,30965621,0,0,0,0,108027015,0,0
2024-08-18,618361907,502658111,538890857,210576870,472150375,0,0,30923241,0,0,0,0,107885131,0,0
2024-08-19,617417719,502669169,538926094,212173483,472793824,0,0,30929056,0,0,0,0,107902389,0,0
2024-08-20,617336366,502669169,536288978,214613874,471240055,0,0,30722341,0,0,0,0,107864771,0,0
2024-08-21,624093598,502317301,537127645,217560378,470089779,0,0,30870027,0,0,0,0,108113640,0,0
2024-08-22,620622535,502669169,536801620,223276513,472424432,0,0,31726857,0,0,0,0,109245464,0,0
2024-08-23,614407657,502507813,537078681,226013970,468750508,0,0,32284068,0,0,0,0,112203435,0,0
2024-08-24,620210839,502669169,561513327,230076671,476520701,0,0,32674099,0,0,0,0,112280517,0,0
2024-08-25,619510710,502617897,560430682,230828683,474928567,0,0,32657011,0,0,0,0,112221794,0,0
2024-08-26,619382518,502669169,559207564,234467124,476108856,0,0,32628617,0,0,0,0,112139011,0,0
2024-08-27,620139347,510055254,561740990,237470915,471947463,0,0,32717241,0,0,0,0,112323237,0,0
2024-08-28,620952878,509440742,577515194,239843141,471813434,0,0,61040414,0,0,0,0,109139635,0,0
2024-08-29,617158868,501963258,589769108,241199776,478119607,0,0,66193665,0,0,0,0,109361714,0,0
2024-08-30,621288151,502196439,596817109,242423034,475323889,0,0,70399320,0,0,0,0,110014756,0,0
2024-08-31,617457163,502361274,596832229,244575676,471591059,0,0,71231786,0,0,0,0,110301921,0,0
2024-09-01,616821130,502492941,597358093,245854914,471128757,0,0,70839901,0,0,0,0,110293509,0,0
2024-09-02,617765318,502545708,597112058,248381804,472508859,0,0,70804742,0,0,0,0,110172952,0,0
2024-09-03,616204819,503048254,597443948,250959384,473752250,0,0,83509092,0,0,0,0,110254788,0,0
2024-09-04,615403615,517119903,602923027,250812339,469680403,0,0,82929313,0,0,0,0,110772940,0,0
2024-09-05,615440594,517200069,602132762,249857019,470277427,0,0,87751425,0,0,0,0,112613543,0,0
2024-09-06,620274936,514517741,601687774,250766974,473937742,0,0,88900174,0,0,0,0,112291529,0,0
2024-09-07,615706840,514112301,611805072,250605296,472166461,0,0,89122324,0,0,0,0,112204327,0,0
2024-09-08,615159556,514449310,611858275,251391296,470696576,0,0,89128752,0,0,0,0,112219142,0,0
2024-09-09,616005134,515032259,612157764,253349811,473092472,0,0,89167244,0,0,0,0,112331361,0,0
2024-09-10,618398886,515311344,613497411,254219196,479222578,0,0,89918542,0,0,0,0,96517327,0,0
2024-09-11,620642257,514748157,614430968,257028187,480443556,0,0,91409300,0,0,0,0,96626952,0,0
2024-09-12,619439218,514796548,613931746,258444201,476242577,0,0,92690101,0,0,0,0,96653031,0,0
2024-09-13,629997855,519641648,613660107,258503668,485898374,0,0,91751735,0,0,0,0,96868810,0,0
2024-09-14,635095978,519844763,613207823,258726110,493833939,0,0,91922856,0,0,0,0,96882672,0,0
2024-09-15,636099332,519997661,615085721,262492031,490376557,0,0,91922856,0,0,0,0,96882672,0,0
2024-09-16,636022910,520059548,615282452,266949261,490344702,0,0,91859267,0,0,0,0,96724560,0,0
2024-09-17,637442890,520059548,615330493,268909202,489487252,0,0,92281638,0,0,0,0,96871892,0,0
2024-09-18,633680929,521665077,616315791,270446523,489258624,0,0,93171346,0,0,0,0,97612652,0,0
2024-09-19,631861579,521378044,616513553,271104135,492496188,0,0,95332885,0,0,0,0,98438098,0,0
2024-09-20,637926078,521439630,614515311,270437762,496223965,0,0,95484920,0,0,0,0,98417512,0,0
2024-09-21,645947979,521917184,617311340,273174772,503029039,0,0,96570379,0,0,0,0,98478236,0,0
2024-09-22,646312835,521917184,618322291,273933904,502083922,0,0,96570379,0,0,0,0,98540908,0,0
2024-09-23,645210872,522439102,617863554,277125508,500226551,0,0,96502959,0,0,0,0,98374768,0,0
2024-09-24,647996597,522187996,617526045,279650155,500494263,0,0,97931549,0,0,0,0,98510120,0,0
2024-09-25,654512235,522264246,617430507,281357121,507852089,0,0,97587422,0,0,0,0,100402861,0,0
2024-09-26,654270641,521906495,614945812,283993639,506815563,0,0,97742097,0,0,0,0,100416934,0,0
2024-09-27,658431972,513264246,620861059,290021440,507936728,0,0,98094251,0,0,0,0,100531438,0,0
2024-09-28,655177850,513139010,619559400,292940818,507812598,0,0,98342164,0,0,0,0,100444954,0,0
2024-09-29,655402188,513264246,621960132,295684614,509089521,0,0,98342164,0,0,0,0,100444954,0,0
2024-09-30,655468749,513253981,623025955,296981283,508666287,0,0,98339489,0,0,0,0,100430993,0,0
2024-10-01,649261266,518248698,621501721,297859019,504057075,0,0,96611240,0,0,0,0,102788011,0,0
2024-10-02,656856681,519363653,650046164,299844027,509625123,0,0,98281501,0,0,0,0,102785133,0,0
2024-10-03,656213253,511364910,648973039,301139423,509839281,0,0,100112307,0,0,0,0,103088234,0,0
2024-10-04,654941187,523569263,653505272,308107657,513203388,0,0,100153051,0,0,0,0,103107271,0,0
2024-10-05,654226266,537116388,650049385,313002038,509786717,0,0,103762972,0,0,0,0,103172811,0,0
2024-10-06,654406229,537028301,649853232,314624873,512000560,0,0,103805337,0,0,0,0,103282181,0,0
2024-10-07,653449715,537116388,639766350,316835528,513347472,0,0,103845304,0,0,0,0,103385360,0,0
2024-10-08,652212163,522135503,642420393,317324414,513023303,0,0,104238249,0,0,0,0,103173689,0,0
2024-10-09,646443493,521980882,641845052,319432985,508654622,0,0,106093038,0,0,0,0,108429252,0,0
2024-10-10,642600179,522004389,643113973,321240374,508355343,0,0,104636319,0,0,0,0,108594681,0,0
2024-10-11,649374668,532421316,643821530,324659893,510853330,0,0,105909884,0,0,0,0,109131605,0,0
2024-10-12,654179427,550507168,643355184,333462766,518276364,0,0,106475527,0,0,0,0,107605225,0,0
2024-10-13,654936257,550564426,638489136,335483875,517222810,0,0,106723353,0,0,0,0,107886144,0,0
2024-10-14,653950159,550372279,638399877,335526888,516261969,0,0,106611940,0,0,0,0,107861648,0,0
2024-10-15,653459576,550361268,647068742,335996539,517478285,0,0,105638476,0,0,0,0,108235650,0,0
2024-10-16,656933104,558324801,647738284,337186887,515950684,0,0,107354385,0,0,0,0,108112422,0,0
2024-10-17,658562629,557720181,649368005,338457352,521477000,0,0,109400062,0,0,0,0,112980181,0,0
2024-10-18,663515303,547677748,646270745,338474833,524781052,0,0,109744418,0,0,0,0,115427735,0,0
2024-10-19,669947123,550967749,646166168,360894884,531706726,0,0,110824927,0,0,0,0,117917261,0,0
2024-10-20,670671905,550869123,645282679,361175002,531258033,0,0,110762330,0,0,0,0,117964213,0,0
2024-10-21,671860152,551538021,645572885,362847470,533164154,0,0,111012239,0,0,0,0,118085838,0,0
2024-10-22,671823173,550830554,651203926,371361438,536100488,0,0,110278258,0,0,0,0,118087369,0,0
2024-10-23,681802478,550987034,651172252,384466071,539273640,0,0,114127421,0,0,0,0,113886065,0,0
2024-10-24,675851381,539832058,640678632,386777952,536456795,0,0,114368826,0,0,0,0,105881759,0,0
2024-10-25,680974156,540276771,638252379,389908729,538455698,0,0,113115445,0,0,0,0,104285432,0,0
2024-10-26,679204112,530266771,640766864,389470766,541582507,0,0,113331220,0,0,0,0,104511424,0,0
2024-10-27,678203223,529581291,640814023,389576245,543243268,0,0,113156048,0,0,0,0,104407017,0,0
2024-10-28,675807006,529708428,641156015,397402641,540626201,0,0,113138511,0,0,0,0,104361808,0,0
2024-10-29,677157960,534734895,641161836,397778267,542362473,0,0,113435180,0,0,0,0,104448269,0,0
2024-10-30,682938955,533229183,640816175,398464952,540913199,0,0,113385847,0,0,0,0,107074348,0,0
2024-10-31,686858692,524060571,641380021,400509786,548637015,0,0,113723108,0,0,0,0,107015409,0,0
2024-11-01,677668265,523391491,640381785,383846166,540521257,0,0,114367559,0,0,0,0,108036556,0,0
2024-11-02,676275403,533502032,646634086,382558939,541315680,0,0,114108613,0,0,0,0,106822785,0,0
2024-11-03,674431401,533372924,646285829,382166132,543663950,0,0,113906232,0,0,0,0,106840384,0,0
2024-11-04,674798722,533472689,646196883,380906356,543266987,0,0,114212658,0,0,0,0,106752985,0,0
2024-11-05,675311492,529404603,642744796,379879145,543105881,0,0,114630670,0,0,0,0,107919634,0,0
2024-11-06,677153029,511155745,643826956,385394598,541990190,0,0,114974757,0,0,0,0,113022003,0,0
2024-11-07,657943853,511501032,643351335,380905338,528604903,0,0,116927783,0,0,0,0,102325647,0,0
2024-11-08,668379228,511509030,643022351,380530947,536110231,0,0,117816405,0,0,0,0,102411631,0,0
2024-11-09,661663905,509638462,643420681,381259121,530914652,0,0,118988989,0,0,0,0,102987881,0,0
2024-11-10,661538178,509882752,643641783,383077799,525339924,0,0,119077917,0,0,0,0,102925679,0,0
2024-11-11,662013970,509651212,643661079,384734886,524012901,0,0,119516409,0,0,0,0,102925679,0,0
2024-11-12,648413223,511019030,657815723,387846682,517678130,0,0,120061527,0,0,0,0,103749084,0,0
2024-11-13,641692970,517527922,645560267,389078579,502989430,0,0,119834195,0,0,0,0,100874059,0,0
2024-11-14,636483910,513427872,0,387477327,507572588,0,0,119998325,0,0,0,0,101007652,0,0
2024-11-15,633350586,485869042,0,393032150,503783837,0,0,118874472,0,0,0,0,100918494,0,0
2024-11-16,632576500,454024153,0,397603630,509820506,0,0,119387863,0,0,0,0,101095723,0,0
2024-11-17,631637242,454086848,0,399871519,503303143,0,0,119609492,0,0,0,0,101095723,0,0
2024-11-18,633298816,454763314,0,405793513,507359568,0,0,119544636,0,0,0,0,101297915,0,0
2024-11-19,643618325,540795422,0,416368178,517080286,0,0,119875568,0,0,0,0,101069009,0,0
2024-11-20,650390348,535830717,0,433793999,520853443,0,0,120163738,0,0,0,0,101147647,0,0
2024-11-21,654790807,535148751,0,442268899,526819261,0,0,121222187,0,0,0,0,99173204,0,0
2024-11-22,659595566,535181799,643736695,447311012,528842971,0,0,121478801,0,0,0,0,99185871,0,0
2024-11-23,669441748,535395422,643878490,471441578,538104921,0,0,119945623,0,0,0,0,99185136,0,0
2024-11-24,671948901,535395422,643053367,471797996,538609298,0,0,120099783,0,0,0,0,99297727,0,0
2024-11-25,672350735,534571448,640748604,469775557,540791857,0,0,120409242,0,0,0,0,99396925,0,0
2024-11-26,647271815,528885747,640966707,494796944,521058725,0,0,117730964,0,0,0,0,99085177,0,0
2024-11-27,649596540,528456488,640383240,489028256,522867946,0,0,118002357,0,0,0,0,95845779,0,0
2024-11-28,653047880,532133072,642228724,488718701,525660493,0,0,118664029,0,0,0,0,99158395,0,0
2024-11-29,652066713,532231014,642667703,506791276,521188472,0,0,118920760,0,0,0,0,99155420,0,0
2024-11-30,654551679,532228352,642588574,511153320,525036493,0,0,119369201,0,0,0,0,99145769,0,0
2024-12-01,653590234,532015434,641556186,522648420,525140504,0,0,119441902,0,0,0,0,99143686,0,0
2024-12-02,654665080,532827717,641548360,536799605,527454968,0,0,119453284,0,0,0,0,99170859,0,0
2024-12-03,651443007,538986880,640550161,545815293,522292198,0,0,121795539,0,0,0,0,99168812,0,0
2024-12-04,651904007,549828543,642082164,557613527,525391925,0,0,122270265,0,0,0,0,99333417,0,0
2024-12-05,654546748,549511229,628644499,563003221,520719611,0,0,120277460,0,0,0,0,95643321,0,0
2024-12-06,650720690,524936880,627817462,572241315,522036292,0,0,123723039,0,0,0,0,95390979,0,0
2024-12-07,649966326,524437140,627839185,602856659,520075302,0,0,125439679,0,0,0,0,95668545,0,0
2024-12-08,650486492,524936880,627475545,647402736,523307083,0,0,125386036,0,0,0,0,95569054,0,0
2024-12-09,651817724,525461817,628723868,680875860,521165752,0,38082829,125470455,0,0,0,0,95668545,0,0
2024-12-10,657369452,525461817,626090835,702566286,528124661,0,38150707,130847629,0,0,0,0,97584333,0,0
2024-12-11,665337118,549936880,626059819,745683040,529104606,0,38112595,131091886,0,0,0,0,97719144,0,0
2024-12-12,670915964,560374885,622175298,827475066,537461228,0,38101580,130427804,0,0,0,0,97514539,0,0
2024-12-13,666855708,560390020,621906692,866656035,527414544,0,38167106,129606361,0,0,0,0,97646108,0,0
2024-12-14,657344799,560536880,622832760,877670613,526725841,0,38177108,129825353,0,0,0,0,97644151,0,0
2024-12-15,657593789,560536880,621289037,883682675,524716261,0,38177108,129821770,0,0,0,0,97658507,0,0
2024-12-16,654364320,560498203,613898805,890393675,525082399,0,38176497,129823823,10412185,0,0,0,97628233,0,0
2024-12-17,655310974,543536880,612249128,901403821,529373222,0,38177590,130589224,65433016,0,0,0,97671314,0,0
2024-12-18,656992269,543203757,614603227,913276632,526937867,0,38189889,132366044,70332513,0,0,0,97294150,0,0
2024-12-19,643776100,543830167,613197531,1060409413,516811313,0,38233929,132000331,70499062,0,0,0,97102711,0,0
2024-12-20,639343593,547923794,612942188,1257593635,517341814,0,38161739,133416164,79031451,0,0,0,96505126,0,0
2024-12-21,648053297,530674556,614501026,1416527131,522943165,0,38233929,131747871,79220792,0,0,0,96589225,0,0
2024-12-22,648073019,529202345,614488697,1439074886,520730850,0,38127859,131418051,79130277,0,0,0,96417586,0,0
2024-12-23,649793759,530674556,614801249,1453506103,521100563,0,38233929,131914550,79221288,0,0,0,96589225,0,0
2024-12-24,647239767,537529711,615525216,1491855425,520118637,0,38194664,132077431,79120898,0,0,0,95777287,0,0
2024-12-25,646142734,496545933,615981020,1583197341,521665071,0,38195733,134250067,89354556,0,0,0,95716470,0,0
2024-12-26,646421306,497042479,612995520,1649626500,524592960,0,38233929,134295532,89354556,0,0,0,95812090,0,0
2024-12-27,650631942,497607578,612961290,1722685223,526701914,0,38189011,134416183,89231061,0,0,0,95538670,0,0
2024-12-28,646155060,497469717,611422837,1783579479,524082120,0,38230674,135592659,89317551,0,0,0,95606981,0,0
2024-12-29,647656393,498192868,612181851,1794025333,527125295,0,38286248,135681798,89314960,0,0,0,95655096,0,0
2024-12-30,647471500,497596131,609470932,1807201236,526234804,0,38240389,135787899,89354029,0,0,0,95524525,0,0
2024-12-31,641266482,498192868,611746818,1775350088,524196159,0,38286248,135834835,89326597,0,0,0,95667899,0,0
2025-01-01,645159102,524189591,612023622,1640642027,523603475,0,38229258,133923938,89280329,0,0,0,95654720,0,0
2025-01-02,646423771,524971017,611921565,1682146924,524335849,0,38286248,133845810,89354046,0,0,0,95667927,0,0
2025-01-03,652547436,527112740,612373540,1745465446,528845836,0,38248000,133875578,89252540,0,0,0,94894953,0,0
2025-01-04,649847994,526862889,610471275,1780871338,527897940,0,38229870,136596647,89354046,0,0,0,99875318,0,0
2025-01-05,649828272,527112740,610219786,1818013071,528432753,0,38248000,136652063,89328836,0,0,0,99875318,0,0
2025-01-06,649951535,527639853,610540873,1849019831,527742286,0,38286248,136643956,89443746,0,0,0,99975193,0,0
2025-01-07,649705010,523257740,609955238,1869878167,530661076,0,38295128,141262900,89344026,0,0,0,100840721,0,0
2025-01-08,649815946,528068096,612793815,1859627225,529737276,0,38281380,142275772,89282729,0,0,0,100847721,0,0
2025-01-09,646786162,528482734,611005893,1785331638,532478682,0,38292715,142557816,89354336,0,0,0,97626691,0,0
2025-01-10,651753627,600056015,613286045,1652782274,534020348,0,38294591,148463397,89353438,0,0,0,100495435,0,0
2025-01-11,655101428,588056015,613002413,1582455739,537809528,0,38292255,147946900,89348702,0,0,0,100504243,0,0
2025-01-12,655727600,588056015,613037648,1551161884,539075254,0,38295128,148039736,89354961,0,0,0,100509470,0,0
2025-01-13,655739926,588056015,612934034,1540220802,540296989,0,38290034,147937356,89344345,0,0,0,100489268,0,0
2025-01-14,648023714,591056115,613678417,1540712467,534376271,0,38294898,146718090,89354698,0,0,0,98098332,0,0
2025-01-15,650696038,581754041,611226123,1530871781,534240301,0,38295128,153164001,89352475,0,0,0,108184002,0,0
2025-01-16,659287411,582085041,541116985,1488646302,540616920,0,38294936,153678571,89355349,0,0,0,108197278,0,0
2025-01-17,664543310,582085041,541887994,1478439389,543400317,0,38292409,155017499,89346511,0,0,0,108201522,0,0
2025-01-18,665504755,582185041,548409791,1466996105,541706684,0,38295051,155086855,89355756,0,0,0,108220876,0,0
2025-01-19,664284459,582185041,547437937,1461889649,539693120,0,38295128,155086855,89354690,0,0,0,108221634,0,0
2025-01-20,660995825,582185041,549328990,1315678217,533692419,0,38295128,154716009,89354690,0,0,0,108221634,0,0
2025-01-21,666207349,582185041,563394879,1259663715,540031047,0,38294936,156685033,89354690,0,0,0,108221093,0,0
2025-01-22,670666974,583084541,562429894,1242889570,556386088,0,38295128,0,89354853,0,0,0,108234025,0,0
2025-01-23,677798923,582985541,562638869,1239154801,560041350,0,38295128,157853679,89354033,0,0,0,108285949,0,0
2025-01-24,675996830,589358837,572636416,1220587163,557853069,0,38294859,158243189,89896200,0,0,0,108849023,0,0
2025-01-25,679300256,588671044,570576253,1234571956,560616358,0,38292830,160316718,89358699,0,0,0,108849023,0,0
2025-01-26,681144258,588671044,570930715,1235720395,562461259,0,38291375,160316718,89330908,0,0,0,108849023,0,0
2025-01-27,678861443,588671044,577212044,1220226577,560990214,0,38295128,160132483,89360040,0,0,0,108849023,0,0
2025-01-28,666458804,589305965,566175262,1209780431,555483956,0,38295128,159668319,89360040,0,0,0,108952396,0,0
2025-01-29,677954233,576369726,566400616,1200565268,561064905,0,38351692,158666519,89294449,0,0,0,101002503,0,0
2025-01-30,676240889,571921575,565726294,1192418373,560378833,0,38354300,160022229,89985560,0,0,0,101002503,0,0
2025-01-31,687216152,571983337,568321869,1197437719,564883834,0,38354339,160847847,89449400,0,0,0,100907553,0,0
2025-02-01,689743027,584839862,603811423,1197121422,566927882,0,36376385,160456903,89360040,0,0,0,99607004,0,0
2025-02-02,689139042,584839862,629519388,1204008679,571940860,0,36376640,160456903,89360040,0,0,0,106603500,0,0
2025-02-03,686493836,584839862,638519524,1192765196,568334430,0,36374603,159164170,89356733,0,0,0,106603500,0,0
2025-02-04,692432607,585029289,637988250,1173001106,573535622,0,36375294,160950281,89121071,0,0,0,106603500,0,0
2025-02-05,699783963,584279052,652907679,1174104563,581848794,0,36404398,163150809,89538740,0,0,0,109342294,0,0
2025-02-06,708311239,583502004,652929972,1168433587,596024659,0,36404398,161923752,89449380,0,0,0,109342294,0,0
2025-02-07,706445050,583564851,653443873,1164874149,589672717,0,36401013,164006554,89360020,0,0,0,109219905,0,0
2025-02-08,705298712,583627960,652785409,1165877449,593202458,0,36404143,164836921,89258430,0,0,0,109114305,0,0
2025-02-09,705601937,583627960,652785766,1162632892,593571119,0,36404216,164741326,89352794,0,0,0,112113628,0,0
2025-02-10,705836135,583627960,653240378,1163296715,595966387,0,36404325,164645731,89246902,0,0,0,112029148,0,0
2025-02-11,718788523,583817135,648649408,1156725170,608161376,0,36401959,165800750,89322680,0,0,0,109864348,0,0
2025-02-12,713631234,583880184,648323589,1156277871,604366340,0,36439542,167258302,89360032,0,0,0,109852106,0,0
2025-02-13,714927952,589228121,653009366,1148728764,597470324,0,36439578,169068781,89360032,0,0,0,109738529,0,0
2025-02-14,722496249,597335994,678028326,1137047575,606367505,0,36439687,168286395,89360032,0,0,0,109813534,0,0
